Country,Year,Month,PeopleVaccinated,PeopleFullyVaccinated,MonthlyVaccinations,PeopleVacPerHundred,PeopleFullyVacPerHundred
Malta,2021,9,420499.0,420429.0,23811.0,81.48,81.46
Malta,2021,10,430283.0,428333.0,56018.0,83.37,82.99
Malta,2021,11,435775.0,432343.0,74256.0,84.44,83.77
Malta,2021,12,444615.0,435874.0,102095.0,86.15,84.46
Malta,2022,1,464435.0,451231.0,156390.0,89.99,87.43
Malta,2022,2,470596.0,463183.0,32928.0,91.18,89.75
Malta,2022,3,473639.0,466296.0,13907.0,91.77,90.35
Mauritania,2021,3,0.0,0.0,1140.0,0.0,0.0
Mauritania,2021,4,7038.0,0.0,10282.0,0.15,0.0
Mauritania,2021,5,30561.0,6770.0,21691.0,0.64,0.14
Mauritania,2021,6,152224.0,8858.0,120637.0,3.19,0.19
Mauritania,2021,7,178483.0,15293.0,42107.0,3.74,0.32
Mauritania,2021,8,228536.0,21545.0,65502.0,4.79,0.45
Mauritania,2021,9,311544.0,569587.0,811101.0,6.52,11.93
Mauritania,2021,10,938294.0,617951.0,456270.0,19.65,12.94
Mauritania,2021,11,1060233.0,673813.0,215610.0,22.2,14.11
Mauritania,2021,12,1166230.0,767082.0,164829.0,24.42,16.06
Mauritania,2022,1,1462711.0,975826.0,571850.0,30.63,20.44
Mauritania,2022,2,1539645.0,1043548.0,112961.0,32.24,21.85
Mauritania,2022,3,1553213.0,1057009.0,54922.0,32.53,22.14
Mauritius,2021,1,0.0,0.0,180.0,0.0,0.0
Mauritius,2021,2,3843.0,0.0,29690.0,0.3,0.0
Mauritius,2021,3,117323.0,0.0,95969.0,9.21,0.0
Mauritius,2021,4,0.0,0.0,63270.0,0.0,0.0
Mauritius,2021,5,232673.0,168128.0,183346.0,18.27,13.2
Mauritius,2021,6,486034.0,220914.0,367022.0,38.17,17.35
Mauritius,2021,7,634013.0,522469.0,434491.0,49.79,41.03
Mauritius,2021,8,791795.0,704703.0,351973.0,62.18,55.34
Mauritius,2021,9,855866.0,799689.0,121608.0,67.21,62.8
Mauritius,2021,10,901578.0,848419.0,100796.0,70.8,66.62
Mauritius,2021,11,916524.0,878513.0,149898.0,71.97,68.99
Mauritius,2021,12,947513.0,909900.0,140836.0,74.41,71.45
Mauritius,2022,1,0.0,0.0,198253.0,0.0,0.0
Mauritius,2022,2,993298.0,947467.0,174981.0,78.0,74.4
Mauritius,2022,3,1000474.0,963452.0,64515.0,78.57,75.66
Mexico,2020,12,24998.0,0.0,16059.0,0.02,0.0
Mexico,2021,1,631485.0,41842.0,645529.0,0.48,0.03
Mexico,2021,2,1889672.0,565423.0,1430932.0,1.45,0.43
Mexico,2021,3,6905214.0,945839.0,4849879.0,5.3,0.73
Mexico,2021,4,12477933.0,7440439.0,10170784.0,9.58,5.71
Mexico,2021,5,21796967.0,12415247.0,11890418.0,16.73,9.53
Mexico,2021,6,31510606.0,19566228.0,15173302.0,24.19,15.02
Mexico,2021,7,46866125.0,25727786.0,19175029.0,35.98,19.75
Mexico,2021,8,57798967.0,33922392.0,20355421.0,44.37,26.04
Mexico,2021,9,63913428.0,45572525.0,15909914.0,49.07,34.99
Mexico,2021,10,74607721.0,60565545.0,20419186.0,57.28,46.5
Mexico,2021,11,76845255.0,65038728.0,12007815.0,58.99,49.93
Mexico,2021,12,81916007.0,72780356.0,16661056.0,62.89,55.87
Mexico,2022,1,83620573.0,77159476.0,15581187.0,64.19,59.23
Mexico,2022,2,85192820.0,78915838.0,16191171.0,65.4,60.58
Mexico,2022,3,85580293.0,79711762.0,9697954.0,65.7,61.19
Moldova,2021,3,40321.0,0.0,32552.0,1.0,0.0
Moldova,2021,4,130218.0,17097.0,98643.0,3.24,0.42
Moldova,2021,5,340151.0,76663.0,256141.0,8.45,1.91
Moldova,2021,6,453142.0,273828.0,304633.0,11.26,6.8
Moldova,2021,7,548890.0,493746.0,310128.0,13.64,12.27
Moldova,2021,8,561055.0,528833.0,216651.0,13.94,13.14
Moldova,2021,9,0.0,784753.0,168621.0,0.0,19.5
Moldova,2021,10,884590.0,873078.0,118031.0,21.98,21.7
Moldova,2021,11,948882.0,937115.0,105215.0,23.58,23.29
Moldova,2021,12,989897.0,982152.0,151976.0,24.6,24.41
Moldova,2022,1,0.0,1011693.0,153713.0,0.0,25.14
Moldova,2022,2,1074332.0,1038990.0,137289.0,26.7,25.82
Moldova,2022,3,1083286.0,1054472.0,64589.0,26.92,26.2
Monaco,2020,12,0.0,0.0,126.0,0.0,0.0
Monaco,2021,1,0.0,0.0,5586.0,0.0,0.0
Monaco,2021,2,0.0,0.0,8232.0,0.0,0.0
Monaco,2021,3,9750.0,8331.0,6093.0,24.67,21.08
Monaco,2021,4,13289.0,11815.0,5263.0,33.63,29.9
Monaco,2021,5,16502.0,13527.0,5418.0,41.76,34.23
Monaco,2021,6,19842.0,16767.0,6831.0,50.21,42.43
Monaco,2021,7,23551.0,19255.0,5101.0,59.59,48.72
Monaco,2021,8,25930.0,21952.0,5844.0,65.61,55.55
Monaco,2021,9,26672.0,23308.0,3622.0,67.49,58.98
Monaco,2021,10,0.0,0.0,4898.0,0.0,0.0
Monaco,2021,11,0.0,0.0,4740.0,0.0,0.0
Monaco,2021,12,28875.0,25667.0,3318.0,73.06,64.95
Mongolia,2021,2,6808.0,0.0,6991.0,0.2,0.0
Mongolia,2021,3,300366.0,0.0,275790.0,9.02,0.0
Mongolia,2021,4,845693.0,362926.0,728047.0,25.4,10.9
Mongolia,2021,5,1858546.0,1306462.0,1952796.0,55.82,39.24
Mongolia,2021,6,2021411.0,1746187.0,742943.0,60.72,52.45
Mongolia,2021,7,2174672.0,1979862.0,418427.0,65.32,59.47
Mongolia,2021,8,2239399.0,2094239.0,197771.0,67.26,62.9
Mongolia,2021,9,2251392.0,2129876.0,58896.0,67.62,63.97
Mongolia,2021,10,2255448.0,2139830.0,15861.0,67.75,64.27
Mongolia,2021,11,2260178.0,2150479.0,15507.0,67.89,64.59
Mongolia,2021,12,2265984.0,2163572.0,921792.0,68.06,64.99
Mongolia,2022,1,2269737.0,2170575.0,111671.0,68.17,65.2
Mongolia,2022,2,2271548.0,2172909.0,23309.0,68.23,65.27
Mongolia,2022,3,2272363.0,2174463.0,11712.0,68.25,65.31
Montenegro,2021,2,1288.0,0.0,1701.0,0.21,0.0
Montenegro,2021,3,19118.0,3273.0,16923.0,3.04,0.52
Montenegro,2021,4,40156.0,21589.0,42394.0,6.39,3.44
Montenegro,2021,5,132480.0,78240.0,130451.0,21.09,12.46
Montenegro,2021,6,150545.0,138315.0,94756.0,23.97,22.02
Montenegro,2021,7,176140.0,153828.0,37417.0,28.05,24.49
Montenegro,2021,8,210591.0,183829.0,65524.0,33.53,29.27
Montenegro,2021,9,243234.0,211801.0,60094.0,38.73,33.72
Montenegro,2021,10,257443.0,243316.0,49344.0,40.99,38.74
Montenegro,2021,11,274494.0,255785.0,28866.0,43.71,40.73
Montenegro,2021,12,283884.0,272853.0,102563.0,45.2,43.44
Montenegro,2022,1,286972.0,277718.0,23713.0,45.69,44.22
Montenegro,2022,2,288551.0,280116.0,9755.0,45.94,44.6
Montenegro,2022,3,289687.0,281571.0,4964.0,46.12,44.83
Montserrat,2021,2,652.0,0.0,809.0,13.09,0.0
Montserrat,2021,3,1266.0,276.0,810.0,25.42,5.54
Montserrat,2021,4,1293.0,616.0,520.0,25.96,12.37
Montserrat,2021,5,1358.0,1164.0,496.0,27.26,23.37
Montserrat,2021,6,1411.0,1229.0,126.0,28.33,24.67
Montserrat,2021,7,1454.0,1337.0,132.0,29.19,26.84
Montserrat,2021,8,1460.0,1368.0,56.0,29.31,27.46
Montserrat,2021,9,1483.0,1388.0,39.0,29.77,27.87
Montserrat,2021,10,1502.0,1409.0,53.0,30.15,28.29
Montserrat,2021,11,1531.0,1417.0,44.0,30.74,28.45
Montserrat,2021,12,1547.0,1472.0,75.0,31.06,29.55
Montserrat,2022,1,1826.0,1593.0,751.0,36.66,31.98
Montserrat,2022,2,1869.0,1749.0,298.0,37.52,35.11
Montserrat,2022,3,1897.0,1804.0,111.0,38.08,36.22
Morocco,2021,1,0.0,0.0,132000.0,0.0,0.0
Morocco,2021,2,3435997.0,161906.0,3165883.0,9.2,0.43
Morocco,2021,3,4320349.0,3674251.0,4533463.0,11.57,9.84
Morocco,2021,4,5054642.0,4260412.0,1409464.0,13.54,11.41
Morocco,2021,5,8674931.0,5468470.0,4551922.0,23.23,14.64
Morocco,2021,6,9993673.0,9116132.0,5116279.0,26.76,24.41
Morocco,2021,7,13631005.0,10124505.0,4056528.0,36.5,27.11
Morocco,2021,8,18701155.0,15020548.0,9852683.0,50.08,40.22
Morocco,2021,9,22309639.0,18790222.0,8125953.0,59.74,50.32
Morocco,2021,10,24198013.0,22041110.0,6477467.0,64.8,59.02
Morocco,2021,11,24517118.0,22764566.0,1500130.0,65.65,60.96
Morocco,2021,12,24630172.0,22994609.0,1539292.0,65.95,61.57
Morocco,2022,1,24752462.0,23171492.0,1820363.0,66.28,62.05
Morocco,2022,2,24842826.0,23292458.0,1516192.0,66.52,62.37
Morocco,2022,3,24878016.0,23346308.0,502957.0,66.62,62.52
Mozambique,2021,3,57305.0,0.0,110396.0,0.18,0.0
Mozambique,2021,4,0.0,0.0,179220.0,0.0,0.0
Mozambique,2021,5,319511.0,74801.0,127648.0,0.99,0.23
Mozambique,2021,6,341707.0,96675.0,63388.0,1.06,0.3
Mozambique,2021,7,372085.0,318955.0,238595.0,1.16,0.99
Mozambique,2021,8,1643520.0,654322.0,1624987.0,5.11,2.03
Mozambique,2021,9,1903730.0,1740693.0,1341110.0,5.92,5.41
Mozambique,2021,10,3667470.0,2203587.0,1310317.0,11.4,6.85
Mozambique,2021,11,6422216.0,3723693.0,5002210.0,19.97,11.58
Mozambique,2021,12,8633965.0,6084817.0,4576982.0,26.84,18.92
Mozambique,2022,1,10759191.0,9022900.0,5168360.0,33.45,28.05
Mozambique,2022,2,12195082.0,10521232.0,1327153.0,37.92,32.71
Mozambique,2022,3,14243939.0,13130997.0,5168671.0,44.29,40.83
Myanmar,2021,1,3800.0,0.0,122233.0,0.01,0.0
Myanmar,2021,2,380000.0,0.0,567079.0,0.69,0.0
Myanmar,2021,3,1000000.0,40000.0,378882.0,1.82,0.07
Myanmar,2021,4,1500000.0,300000.0,1067118.0,2.74,0.55
Myanmar,2021,5,1772177.0,1222723.0,1167799.0,3.23,2.23
Myanmar,2021,6,1840758.0,1527284.0,241442.0,3.36,2.79
Myanmar,2021,7,0.0,0.0,1478138.0,0.0,0.0
Myanmar,2021,8,4456857.0,1796830.0,1939434.0,8.13,3.28
Myanmar,2021,9,7205913.0,3729758.0,4389694.0,13.15,6.81
Myanmar,2021,10,13244996.0,7054015.0,8183346.0,24.17,12.87
Myanmar,2021,11,16849172.0,11858598.0,8530433.0,30.74,21.64
Myanmar,2021,12,18829259.0,13029777.0,7524901.0,34.36,23.77
Myanmar,2022,1,22106391.0,18847061.0,5273397.0,40.34,34.39
Myanmar,2022,2,23586822.0,20919933.0,3626790.0,43.04,38.17
Myanmar,2022,3,26473700.0,21803150.0,4436702.0,48.3,39.78
Namibia,2021,3,1501.0,0.0,895.0,0.06,0.0
Namibia,2021,4,20315.0,1392.0,16430.0,0.79,0.05
Namibia,2021,5,67864.0,9085.0,57368.0,2.62,0.35
Namibia,2021,6,121095.0,24862.0,66624.0,4.68,0.96
Namibia,2021,7,164221.0,49274.0,62955.0,6.35,1.9
Namibia,2021,8,204142.0,100944.0,111158.0,7.89,3.9
Namibia,2021,9,261269.0,167720.0,105574.0,10.1,6.48
Namibia,2021,10,320985.0,253232.0,151671.0,12.41,9.79
Namibia,2021,11,346454.0,283758.0,60333.0,13.39,10.97
Namibia,2021,12,0.0,0.0,9393.0,0.0,0.0
Namibia,2022,1,418004.0,356763.0,129983.0,16.16,13.79
Namibia,2022,2,440661.0,373802.0,41162.0,17.03,14.45
Namibia,2022,3,450833.0,383923.0,18150.0,17.42,14.84
Nauru,2021,4,700.0,0.0,2706.0,6.44,0.0
Nauru,2021,5,7392.0,0.0,5040.0,67.98,0.0
Nauru,2021,6,7499.0,1814.0,1421.0,68.97,16.68
Nauru,2021,7,7533.0,7251.0,5936.0,69.28,66.69
Nauru,2021,8,7612.0,7251.0,80.0,70.01,66.69
Nauru,2021,9,0.0,0.0,60.0,0.0,0.0
Nauru,2021,10,0.0,0.0,62.0,0.0,0.0
Nauru,2021,11,0.0,0.0,60.0,0.0,0.0
Nauru,2021,12,0.0,0.0,62.0,0.0,0.0
Nauru,2022,1,7764.0,7364.0,313.0,71.41,67.73
Nauru,2022,2,0.0,0.0,756.0,0.0,0.0
Nauru,2022,3,9150.0,7674.0,567.0,84.15,70.58
Nepal,2021,1,0.0,0.0,94310.0,0.0,0.0
Nepal,2021,2,402264.0,0.0,586343.0,1.36,0.0
Nepal,2021,3,1600000.0,0.0,1028880.0,5.39,0.0
Nepal,2021,4,2091511.0,0.0,414210.0,7.05,0.0
Nepal,2021,5,2113080.0,689516.0,704802.0,7.12,2.32
Nepal,2021,6,2601316.0,755019.0,561939.0,8.77,2.54
Nepal,2021,7,3936724.0,1745903.0,1794727.0,13.27,5.88
Nepal,2021,8,5339252.0,4459761.0,4194541.0,17.99,15.03
Nepal,2021,9,7456384.0,6285740.0,3653337.0,25.13,21.18
Nepal,2021,10,8621449.0,6647322.0,2570754.0,29.05,22.4
Nepal,2021,11,9879648.0,8437860.0,2444189.0,33.29,28.43
Nepal,2021,12,12251183.0,9737333.0,5749996.0,41.28,32.81
Nepal,2022,1,16830395.0,14407775.0,7053388.0,56.72,48.55
Nepal,2022,2,21575023.0,17490473.0,6000154.0,72.7,58.94
Nepal,2022,3,21994736.0,19014212.0,2953032.0,74.12,64.08
Netherlands,2021,1,348874.0,2430.0,283922.0,2.03,0.01
Netherlands,2021,2,1105114.0,277396.0,983847.0,6.44,1.62
Netherlands,2021,3,1798538.0,675738.0,1265055.0,10.47,3.93
Netherlands,2021,4,3904009.0,1132655.0,2774047.0,22.73,6.6
Netherlands,2021,5,6761007.0,3089206.0,4154060.0,39.37,17.99
Netherlands,2021,6,9919824.0,5921901.0,6036908.0,57.76,34.48
Netherlands,2021,7,12268884.0,9286136.0,4922328.0,71.44,54.07
Netherlands,2021,8,12573276.0,11116858.0,2458470.0,73.21,64.73
Netherlands,2021,9,12812749.0,11533636.0,671745.0,74.61,67.16
Netherlands,2021,10,13031647.0,11838310.0,488614.0,75.88,68.94
Netherlands,2021,11,13251673.0,12041912.0,689929.0,77.17,70.12
Netherlands,2021,12,13318475.0,12226284.0,3940266.0,77.55,71.19
Netherlands,2022,1,13416748.0,12325211.0,4698072.0,78.13,71.77
Netherlands,2022,2,13450383.0,12355988.0,530268.0,78.32,71.95
Netherlands,2022,3,13455761.0,12366525.0,109969.0,78.35,72.01
New Caledonia,2021,2,3432.0,1025.0,4321.0,1.19,0.36
New Caledonia,2021,3,21192.0,7721.0,21926.0,7.35,2.68
New Caledonia,2021,4,37070.0,23846.0,33609.0,12.86,8.27
New Caledonia,2021,5,46508.0,40131.0,28423.0,16.14,13.92
New Caledonia,2021,6,59316.0,51943.0,20389.0,20.58,18.02
New Caledonia,2021,7,66159.0,59583.0,17040.0,22.95,20.67
New Caledonia,2021,8,82172.0,69740.0,22690.0,28.51,24.2
New Caledonia,2021,9,141094.0,82641.0,72668.0,48.95,28.67
New Caledonia,2021,10,174092.0,150374.0,106553.0,60.4,52.17
New Caledonia,2021,11,181074.0,169288.0,20627.0,62.83,58.74
New Caledonia,2021,12,182486.0,173231.0,8030.0,63.32,60.1
New Caledonia,2022,1,186200.0,177090.0,5599.0,64.6,61.44
New Caledonia,2022,2,187685.0,179239.0,3822.0,65.12,62.19
New Caledonia,2022,3,188003.0,179880.0,1199.0,65.23,62.41
New Zealand,2021,2,6711.0,1.0,3333.0,0.13,0.0
New Zealand,2021,3,58168.0,15585.0,55977.0,1.13,0.3
New Zealand,2021,4,201878.0,74041.0,184660.0,3.94,1.44
New Zealand,2021,5,422664.0,229469.0,369829.0,8.25,4.48
New Zealand,2021,6,719488.0,456510.0,507938.0,14.04,8.91
New Zealand,2021,7,1179742.0,745430.0,683926.0,23.01,14.54
New Zealand,2021,8,2299754.0,1216781.0,1478817.0,44.86,23.74
New Zealand,2021,9,3297180.0,1931160.0,1816842.0,64.32,37.67
New Zealand,2021,10,3707017.0,3166605.0,1663849.0,72.31,61.77
New Zealand,2021,11,3891912.0,3624011.0,724294.0,75.92,70.69
New Zealand,2021,12,3972589.0,3856048.0,647058.0,77.49,75.22
New Zealand,2022,1,4172489.0,3926143.0,1205936.0,81.39,76.59
New Zealand,2022,2,4261178.0,3963629.0,1206487.0,83.12,77.32
New Zealand,2022,3,4284293.0,4051832.0,381728.0,83.57,79.04
Nicaragua,2021,3,0.0,0.0,42030.0,0.0,0.0
Nicaragua,2021,4,135130.0,0.0,104529.0,2.02,0.0
Nicaragua,2021,5,167500.0,0.0,56185.0,2.5,0.0
Nicaragua,2021,6,0.0,0.0,132930.0,0.0,0.0
Nicaragua,2021,7,252766.0,162874.0,145870.0,3.77,2.43
Nicaragua,2021,8,443053.0,202680.0,171324.0,6.61,3.02
Nicaragua,2021,9,502324.0,286178.0,165690.0,7.49,4.27
Nicaragua,2021,10,944476.0,362357.0,650156.0,14.09,5.41
Nicaragua,2021,11,3842428.0,2190695.0,4797339.0,57.33,32.69
Nicaragua,2021,12,4879356.0,2905785.0,1483974.0,72.8,43.35
Nicaragua,2022,1,5200392.0,3459236.0,976511.0,77.59,51.61
Nicaragua,2022,2,5423137.0,3944368.0,659048.0,80.91,58.85
Nicaragua,2022,3,5498389.0,4113547.0,230574.0,82.04,61.37
Niger,2021,3,0.0,0.0,204.0,0.0,0.0
Niger,2021,4,1366.0,0.0,30460.0,0.01,0.0
Niger,2021,5,152582.0,6943.0,131928.0,0.61,0.03
Niger,2021,6,224803.0,30784.0,104281.0,0.89,0.12
Niger,2021,7,0.0,0.0,114483.0,0.0,0.0
Niger,2021,8,404104.0,86445.0,113007.0,1.61,0.34
Niger,2021,9,405978.0,127921.0,34572.0,1.62,0.51
Niger,2021,10,498894.0,397212.0,369360.0,1.99,1.58
Niger,2021,11,507223.0,464413.0,80705.0,2.02,1.85
Niger,2021,12,0.0,0.0,555547.0,0.0,0.0
Niger,2022,1,1442884.0,1025950.0,261334.0,5.74,4.08
Niger,2022,2,1474560.0,1049867.0,75118.0,5.87,4.18
Niger,2022,3,2180972.0,1545630.0,809540.0,8.68,6.15
Nigeria,2021,3,718412.0,0.0,523708.0,0.34,0.0
Nigeria,2021,4,1191563.0,0.0,664445.0,0.56,0.0
Nigeria,2021,5,1956598.0,73465.0,797862.0,0.93,0.03
Nigeria,2021,6,2241662.0,1155810.0,1335743.0,1.06,0.55
Nigeria,2021,7,2534205.0,1404740.0,635397.0,1.2,0.66
Nigeria,2021,8,2994933.0,1437349.0,289166.0,1.42,0.68
Nigeria,2021,9,4790943.0,1943821.0,2372545.0,2.27,0.92
Nigeria,2021,10,5693300.0,3079239.0,1988513.0,2.69,1.46
Nigeria,2021,11,6329967.0,3516215.0,1295341.0,2.99,1.66
Nigeria,2021,12,10310476.0,4482899.0,4317964.0,4.88,2.12
Nigeria,2022,1,14834559.0,5446849.0,6232820.0,7.02,2.58
Nigeria,2022,2,17735985.0,8091251.0,5681244.0,8.39,3.83
Nigeria,2022,3,21049754.0,9565143.0,4666276.0,9.96,4.52
Niue,2021,6,698.0,0.0,781.0,43.25,0.0
Niue,2021,7,1184.0,32.0,1619.0,73.36,1.98
Niue,2021,8,1202.0,1150.0,263.0,74.47,71.25
Niue,2021,9,0.0,0.0,60.0,0.0,0.0
Niue,2021,10,0.0,0.0,62.0,0.0,0.0
Niue,2021,11,1340.0,1288.0,97.0,83.02,79.8
Niue,2021,12,0.0,0.0,434.0,0.0,0.0
Niue,2022,1,0.0,0.0,434.0,0.0,0.0
Niue,2022,2,0.0,0.0,392.0,0.0,0.0
Niue,2022,3,1650.0,1417.0,182.0,102.23,87.79
North Macedonia,2021,2,0.0,0.0,2268.0,0.0,0.0
North Macedonia,2021,3,7735.0,0.0,5537.0,0.37,0.0
North Macedonia,2021,4,61603.0,0.0,48451.0,2.96,0.0
North Macedonia,2021,5,234508.0,81273.0,234626.0,11.26,3.9
North Macedonia,2021,6,321815.0,220884.0,227574.0,15.45,10.61
North Macedonia,2021,7,514021.0,390562.0,351255.0,24.68,18.75
North Macedonia,2021,8,722579.0,531033.0,358926.0,34.69,25.5
North Macedonia,2021,9,786979.0,726625.0,274191.0,37.79,34.89
North Macedonia,2021,10,804151.0,774464.0,96831.0,38.61,37.19
North Macedonia,2021,11,828770.0,794666.0,96642.0,39.79,38.16
North Macedonia,2021,12,842871.0,816777.0,62463.0,40.47,39.22
North Macedonia,2022,1,849249.0,828358.0,44247.0,40.78,39.77
North Macedonia,2022,2,851688.0,833459.0,22985.0,40.89,40.02
North Macedonia,2022,3,852584.0,835151.0,9531.0,40.94,40.1
Northern Cyprus,2021,1,0.0,0.0,22423.0,0.0,0.0
Northern Cyprus,2021,2,0.0,0.0,39284.0,0.0,0.0
Northern Cyprus,2021,3,53886.0,44083.0,40334.0,14.1,11.53
Northern Cyprus,2021,4,60642.0,48848.0,13757.0,15.87,12.78
Northern Cyprus,2021,5,75463.0,54280.0,19498.0,19.74,14.2
Northern Cyprus,2021,6,108923.0,85859.0,62591.0,28.5,22.46
Northern Cyprus,2021,7,0.0,0.0,68292.0,0.0,0.0
Northern Cyprus,2021,8,160361.0,142493.0,98010.0,41.95,37.28
Northern Cyprus,2021,9,227155.0,223142.0,131156.0,59.43,58.38
Northern Cyprus,2021,10,276296.0,261431.0,58384.0,72.29,68.4
Northern Cyprus,2021,11,284357.0,275988.0,48661.0,74.39,72.2
Northern Ireland,2021,1,221809.0,24612.0,150315.0,11.7,1.3
Northern Ireland,2021,2,525400.0,33197.0,317074.0,27.71,1.75
Northern Ireland,2021,3,756013.0,145753.0,328989.0,39.87,7.69
Northern Ireland,2021,4,932426.0,422234.0,438662.0,49.18,22.27
Northern Ireland,2021,5,1053150.0,666957.0,392255.0,55.55,35.18
Northern Ireland,2021,6,1166842.0,871216.0,319140.0,61.54,45.95
Northern Ireland,2021,7,1218732.0,1043909.0,224485.0,64.28,55.06
Northern Ireland,2021,8,1286025.0,1163562.0,203779.0,67.83,61.37
Northern Ireland,2021,9,1313395.0,1208665.0,77941.0,69.27,63.75
Northern Ireland,2021,10,1329419.0,1244076.0,129525.0,70.12,65.62
Northern Ireland,2021,11,1370570.0,1272784.0,355366.0,72.29,67.13
Northern Ireland,2021,12,1399070.0,1296530.0,492750.0,73.79,68.38
Northern Ireland,2022,1,1415247.0,1313053.0,167897.0,74.64,69.25
Northern Ireland,2022,2,1419504.0,1323494.0,55741.0,74.87,69.8
Northern Ireland,2022,3,1423609.0,1330523.0,32836.0,75.08,70.18
Norway,2020,12,2417.0,0.0,1106.0,0.04,0.0
Norway,2021,1,111668.0,21591.0,114301.0,2.04,0.4
Norway,2021,2,342159.0,172982.0,359945.0,6.26,3.16
Norway,2021,3,708708.0,299566.0,461114.0,12.97,5.48
Norway,2021,4,1408845.0,390096.0,718534.0,25.78,7.14
Norway,2021,5,1672201.0,1043645.0,995795.0,30.59,19.09
Norway,2021,6,2678608.0,1575825.0,1437832.0,49.01,28.83
Norway,2021,7,3619229.0,1835645.0,1237804.0,66.22,33.59
Norway,2021,8,3884939.0,3111704.0,1543241.0,71.08,56.93
Norway,2021,9,4182478.0,3672890.0,950410.0,76.52,67.2
Norway,2021,10,4216654.0,3755940.0,236474.0,77.15,68.72
Norway,2021,11,4249439.0,3843458.0,571472.0,77.75,70.32
Norway,2021,12,4289403.0,3926510.0,1094251.0,78.48,71.84
Norway,2022,1,4317357.0,3995079.0,1243871.0,78.99,73.09
Norway,2022,2,4328947.0,4020815.0,261747.0,79.2,73.57
Norway,2022,3,4331582.0,4027038.0,39412.0,79.25,73.68
Oman,2020,12,6516.0,0.0,4909.0,0.12,0.0
Oman,2021,1,24773.0,12272.0,34749.0,0.47,0.23
Oman,2021,2,48641.0,19019.0,34721.0,0.93,0.36
Oman,2021,3,132493.0,19019.0,67777.0,2.54,0.36
Oman,2021,4,198563.0,46258.0,117510.0,3.8,0.89
Oman,2021,5,216549.0,80345.0,165931.0,4.15,1.54
Oman,2021,6,666000.0,193000.0,659843.0,12.75,3.69
Oman,2021,7,1550910.0,336511.0,958671.0,29.69,6.44
Oman,2021,8,2504214.0,1048206.0,1603860.0,47.94,20.07
Oman,2021,9,2896271.0,2050716.0,1256547.0,55.45,39.26
Oman,2021,10,3065137.0,2614847.0,820268.0,58.68,50.06
Oman,2021,11,3089635.0,2733021.0,212636.0,59.15,52.32
Oman,2021,12,3121894.0,2902254.0,207059.0,59.77,55.56
Oman,2022,1,3181438.0,2967168.0,410700.0,60.91,56.81
Oman,2022,2,3220696.0,3004483.0,302268.0,61.66,57.52
Oman,2022,3,3242461.0,3021149.0,118980.0,62.08,57.84
Pakistan,2021,2,72882.0,0.0,135884.0,0.03,0.0
Pakistan,2021,3,800000.0,0.0,594925.0,0.36,0.0
Pakistan,2021,4,2100000.0,0.0,1365208.0,0.93,0.0
Pakistan,2021,5,4693390.0,1513144.0,4279229.0,2.08,0.67
Pakistan,2021,6,9308890.0,3107671.0,8555401.0,4.13,1.38
Pakistan,2021,7,23335634.0,5188701.0,12012616.0,10.36,2.3
Pakistan,2021,8,43791885.0,17455249.0,25895985.0,19.45,7.75
Pakistan,2021,9,59565195.0,29054821.0,27038270.0,26.45,12.9
Pakistan,2021,10,70139040.0,40016932.0,23574591.0,31.15,17.77
Pakistan,2021,11,80284860.0,50184100.0,19089939.0,35.65,22.28
Pakistan,2021,12,96980678.0,70576467.0,30975325.0,43.06,31.34
Pakistan,2022,1,104228089.0,80748105.0,21370476.0,46.28,35.86
Pakistan,2022,2,126722806.0,98809724.0,37545248.0,56.27,43.88
Pakistan,2022,3,128074138.0,101881176.0,5311935.0,56.87,45.24
Palestine,2021,3,78379.0,8687.0,5124.0,1.5,0.17
Palestine,2021,4,169960.0,43533.0,207017.0,3.25,0.83
Palestine,2021,5,318134.0,222774.0,234578.0,6.09,4.27
Palestine,2021,6,504027.0,231138.0,319869.0,9.65,4.43
Palestine,2021,7,591569.0,0.0,160930.0,11.33,0.0
Palestine,2021,8,935756.0,0.0,286853.0,17.92,0.0
Palestine,2021,9,1402892.0,0.0,799899.0,26.86,0.0
Palestine,2021,10,1499846.0,1292573.0,714498.0,28.72,24.75
Palestine,2021,11,1910794.0,1386990.0,297214.0,36.59,26.56
Palestine,2021,12,0.0,1515699.0,290584.0,0.0,29.02
Palestine,2022,1,0.0,1530174.0,87199.0,0.0,29.3
Palestine,2022,2,0.0,0.0,105476.0,0.0,0.0
Palestine,2022,3,1995873.0,1756319.0,111528.0,38.21,33.63
Panama,2021,1,8772.0,0.0,13293.0,0.2,0.0
Panama,2021,2,113320.0,5856.0,82305.0,2.59,0.13
Panama,2021,3,243926.0,98790.0,253580.0,5.57,2.25
Panama,2021,4,367920.0,223882.0,267762.0,8.4,5.11
Panama,2021,5,611280.0,348308.0,325745.0,13.95,7.95
Panama,2021,6,924456.0,511420.0,502475.0,21.1,11.67
Panama,2021,7,1305681.0,678183.0,683776.0,29.8,15.48
Panama,2021,8,2733279.0,1391096.0,1933134.0,62.38,31.75
Panama,2021,9,2939999.0,2427817.0,1330705.0,67.1,55.41
Panama,2021,10,3037711.0,2667214.0,385520.0,69.33,60.87
Panama,2021,11,3087258.0,2736459.0,207476.0,70.46,62.45
Panama,2021,12,3120802.0,2804103.0,227895.0,71.23,64.0
