Country,Year,Month,PeopleVaccinated,PeopleFullyVaccinated,MonthlyVaccinations,PeopleVacPerHundred,PeopleFullyVacPerHundred
Panama,2022,1,3207514.0,2855480.0,779960.0,73.2,65.17
Panama,2022,2,3331140.0,2923513.0,535377.0,76.03,66.72
Panama,2022,3,3434847.0,3017898.0,326363.0,78.39,68.88
Papua New Guinea,2021,3,0.0,0.0,14.0,0.0,0.0
Papua New Guinea,2021,4,1508.0,0.0,1664.0,0.02,0.0
Papua New Guinea,2021,5,16459.0,0.0,20623.0,0.18,0.0
Papua New Guinea,2021,6,49333.0,0.0,25852.0,0.54,0.0
Papua New Guinea,2021,7,74771.0,8352.0,38459.0,0.82,0.09
Papua New Guinea,2021,8,98373.0,28961.0,37892.0,1.08,0.32
Papua New Guinea,2021,9,119996.0,45074.0,41366.0,1.32,0.49
Papua New Guinea,2021,10,183856.0,106657.0,140263.0,2.02,1.17
Papua New Guinea,2021,11,269366.0,197800.0,149383.0,2.95,2.17
Papua New Guinea,2021,12,283915.0,220103.0,52214.0,3.11,2.41
Papua New Guinea,2022,1,292091.0,230848.0,14814.0,3.2,2.53
Papua New Guinea,2022,2,304082.0,243773.0,23203.0,3.33,2.67
Papua New Guinea,2022,3,317150.0,257566.0,26249.0,3.48,2.82
Paraguay,2021,2,1522.0,0.0,1947.0,0.02,0.0
Paraguay,2021,3,44527.0,1821.0,38638.0,0.62,0.03
Paraguay,2021,4,122149.0,12531.0,74133.0,1.69,0.17
Paraguay,2021,5,346729.0,90207.0,290497.0,4.8,1.25
Paraguay,2021,6,769709.0,166794.0,482737.0,10.66,2.31
Paraguay,2021,7,2277822.0,339013.0,1639995.0,31.55,4.7
Paraguay,2021,8,2285695.0,1773403.0,1474817.0,31.66,24.56
Paraguay,2021,9,2621847.0,1866306.0,539202.0,36.32,25.85
Paraguay,2021,10,2919121.0,2361819.0,724888.0,40.43,32.71
Paraguay,2021,11,3344594.0,2612265.0,770042.0,46.33,36.18
Paraguay,2021,12,3469821.0,2948027.0,763821.0,48.06,40.83
Paraguay,2022,1,3540518.0,3088920.0,693713.0,49.04,42.78
Paraguay,2022,2,3786974.0,3169397.0,575043.0,52.45,43.9
Paraguay,2022,3,3868131.0,3316744.0,336909.0,53.58,45.94
Peru,2021,2,322352.0,52.0,329415.0,0.97,0.0
Peru,2021,3,664570.0,385965.0,701246.0,1.99,1.16
Peru,2021,4,1131991.0,703604.0,666909.0,3.39,2.11
Peru,2021,5,2998681.0,1361750.0,2370763.0,8.99,4.08
Peru,2021,6,4537211.0,3243454.0,3426223.0,13.6,9.72
Peru,2021,7,8199112.0,5427581.0,5644139.0,24.58,16.27
Peru,2021,8,10702721.0,8542796.0,5532668.0,32.08,25.61
Peru,2021,9,16525125.0,11382428.0,8404897.0,49.54,34.12
Peru,2021,10,19405801.0,15869560.0,7866155.0,58.17,47.57
Peru,2021,11,22732873.0,18843978.0,6751761.0,68.15,56.49
Peru,2021,12,24573907.0,21673024.0,8022067.0,73.66,64.97
Peru,2022,1,25770043.0,22964246.0,6376571.0,77.25,68.84
Peru,2022,2,27632752.0,24281839.0,5390415.0,82.83,72.79
Peru,2022,3,28381144.0,25480351.0,3820517.0,85.08,76.38
Philippines,2021,2,0.0,0.0,0.0,0.0,0.0
Philippines,2021,3,737569.0,1344.0,684178.0,0.66,0.0
Philippines,2021,4,1639806.0,280045.0,1141689.0,1.48,0.25
Philippines,2021,5,3974350.0,1206371.0,3112436.0,3.58,1.09
Philippines,2021,6,7810469.0,2632938.0,5002594.0,7.03,2.37
Philippines,2021,7,11524212.0,7835715.0,8554512.0,10.38,7.06
Philippines,2021,8,18697647.0,13958418.0,14144599.0,16.84,12.57
Philippines,2021,9,27836530.0,21358676.0,11766689.0,25.07,19.23
Philippines,2021,10,32954936.0,27360873.0,13539040.0,29.68,24.64
Philippines,2021,11,40517967.0,36365357.0,23292378.0,36.49,32.75
Philippines,2021,12,56110301.0,49626439.0,25775041.0,50.53,44.69
Philippines,2022,1,0.0,59026174.0,18796990.0,0.0,53.15
Philippines,2022,2,68661595.0,62652101.0,9131371.0,61.83,56.42
Philippines,2022,3,70173137.0,65804988.0,9485408.0,63.19,59.26
Pitcairn,2021,6,47.0,0.0,5.0,100.0,0.0
Pitcairn,2021,7,47.0,30.0,31.0,100.0,63.83
Pitcairn,2021,8,47.0,36.0,7.0,100.0,76.6
Pitcairn,2021,9,47.0,47.0,0.0,100.0,100.0
Poland,2020,12,47600.0,0.0,36650.0,0.13,0.0
Poland,2021,1,976367.0,200537.0,1032456.0,2.58,0.53
Poland,2021,2,2149607.0,1186747.0,2057431.0,5.69,3.14
Poland,2021,3,4231313.0,2039663.0,2813739.0,11.19,5.4
Poland,2021,4,8597875.0,2872925.0,4956900.0,22.75,7.6
Poland,2021,5,13707350.0,7019149.0,8516819.0,36.27,18.57
Poland,2021,6,16890799.0,13293459.0,9066817.0,44.69,35.17
Poland,2021,7,18332060.0,17470071.0,5642455.0,48.5,46.22
Poland,2021,8,19284686.0,18787636.0,2058398.0,51.02,49.71
Poland,2021,9,19813605.0,19404212.0,1031028.0,52.42,51.34
Poland,2021,10,20248449.0,19965507.0,1739898.0,53.57,52.82
Poland,2021,11,20829997.0,20418316.0,2533603.0,55.11,54.02
Poland,2021,12,21673668.0,21046400.0,5105973.0,57.34,55.68
Poland,2022,1,22320403.0,21747458.0,4792406.0,59.05,57.54
Poland,2022,2,22519535.0,22188817.0,1908816.0,59.58,58.71
Poland,2022,3,22585418.0,22343826.0,610678.0,59.75,59.12
Portugal,2020,12,32749.0,0.0,25966.0,0.32,0.0
Portugal,2021,1,280829.0,67974.0,296204.0,2.76,0.67
Portugal,2021,2,633888.0,286470.0,511567.0,6.23,2.82
Portugal,2021,3,1273051.0,517319.0,858315.0,12.52,5.09
Portugal,2021,4,2455181.0,903570.0,1486719.0,24.15,8.89
Portugal,2021,5,3913254.0,2054154.0,2411384.0,38.49,20.2
Portugal,2021,6,5455604.0,3517308.0,2757240.0,53.66,34.59
Portugal,2021,7,7066297.0,5994565.0,3622229.0,69.5,58.96
Portugal,2021,8,8673190.0,7666663.0,2654234.0,85.3,75.4
Portugal,2021,9,8946296.0,8677498.0,1364429.0,87.99,85.34
Portugal,2021,10,9017464.0,8865394.0,261109.0,88.69,87.19
Portugal,2021,11,9151070.0,8985999.0,1095851.0,90.0,88.38
Portugal,2021,12,9326831.0,9103550.0,1792025.0,91.73,89.53
Portugal,2022,1,9597398.0,9200472.0,2217652.0,94.39,90.49
Portugal,2022,2,9656492.0,9405118.0,1422544.0,94.97,92.5
Portugal,2022,3,9663542.0,9415073.0,143470.0,95.04,92.6
Qatar,2020,12,0.0,0.0,12159.0,0.0,0.0
Qatar,2021,1,0.0,0.0,44398.0,0.0,0.0
Qatar,2021,2,100000.0,0.0,164489.0,3.41,0.0
Qatar,2021,3,0.0,0.0,528007.0,0.0,0.0
Qatar,2021,4,989627.0,566576.0,726809.0,33.77,19.33
Qatar,2021,5,1461871.0,1083322.0,990611.0,49.88,36.97
Qatar,2021,6,1714847.0,1430215.0,584039.0,58.52,48.8
Qatar,2021,7,2053529.0,1726939.0,681693.0,70.07,58.93
Qatar,2021,8,2323543.0,2130858.0,655207.0,79.29,72.71
Qatar,2021,9,2360308.0,2218292.0,316496.0,80.54,75.7
Qatar,2021,10,0.0,0.0,125919.0,0.0,0.0
Qatar,2021,11,0.0,0.0,135174.0,0.0,0.0
Qatar,2021,12,0.0,0.0,216552.0,0.0,0.0
Qatar,2022,1,0.0,0.0,570189.0,0.0,0.0
Qatar,2022,2,0.0,0.0,540624.0,0.0,0.0
Qatar,2022,3,2593517.0,2593517.0,305843.0,88.5,88.5
Romania,2020,12,10289.0,0.0,5905.0,0.05,0.0
Romania,2021,1,584879.0,106196.0,597739.0,3.06,0.56
Romania,2021,2,907346.0,617111.0,871610.0,4.74,3.23
Romania,2021,3,2006883.0,1072985.0,1434060.0,10.49,5.61
Romania,2021,4,3294995.0,1937033.0,2083075.0,17.23,10.13
Romania,2021,5,4311193.0,3673582.0,2668268.0,22.54,19.21
Romania,2021,6,4718336.0,4534978.0,1234308.0,24.67,23.71
Romania,2021,7,5001452.0,4864843.0,479369.0,26.15,25.43
Romania,2021,8,5242450.0,5135003.0,365982.0,27.41,26.85
Romania,2021,9,5474507.0,5384003.0,362369.0,28.62,28.15
Romania,2021,10,0.0,6297622.0,2270816.0,0.0,32.92
Romania,2021,11,0.0,7431916.0,2382243.0,0.0,38.85
Romania,2021,12,0.0,7817215.0,1019099.0,0.0,40.87
Romania,2022,1,0.0,7977592.0,608952.0,0.0,41.71
Romania,2022,2,0.0,8060825.0,283038.0,0.0,42.14
Romania,2022,3,8162071.0,8083344.0,69862.0,42.67,42.26
Russia,2020,12,52000.0,0.0,441571.0,0.04,0.0
Russia,2021,1,1000000.0,0.0,1868071.0,0.69,0.0
Russia,2021,2,0.0,0.0,2479064.0,0.0,0.0
Russia,2021,3,7004336.0,4369236.0,5868032.0,4.8,2.99
Russia,2021,4,12299770.0,7534622.0,8111630.0,8.43,5.16
Russia,2021,5,16576370.0,11925267.0,9185739.0,11.36,8.17
Russia,2021,6,22691596.0,17336348.0,10490530.0,15.55,11.88
Russia,2021,7,36621627.0,25280451.0,20973980.0,25.1,17.33
Russia,2021,8,43771190.0,36473336.0,19859200.0,30.0,25.0
Russia,2021,9,48079685.0,42218738.0,10301046.0,32.95,28.93
Russia,2021,10,55463950.0,47601622.0,13182991.0,38.01,32.62
Russia,2021,11,66738623.0,56681192.0,21919036.0,45.74,38.85
Russia,2021,12,73824201.0,66773441.0,20236821.0,50.6,45.76
Russia,2022,1,76585311.0,69815128.0,8510102.0,52.49,47.85
Russia,2022,2,78284278.0,71601909.0,7430153.0,53.65,49.07
Russia,2022,3,79954746.0,72841232.0,2393554.0,54.8,49.92
Rwanda,2021,2,0.0,0.0,54210.0,0.0,0.0
Rwanda,2021,3,348926.0,0.0,307300.0,2.63,0.0
Rwanda,2021,4,349871.0,0.0,839.0,2.64,0.0
Rwanda,2021,5,350400.0,49696.0,173342.0,2.64,0.37
Rwanda,2021,6,350400.0,228169.0,101166.0,2.64,1.72
Rwanda,2021,7,423182.0,252842.0,255143.0,3.19,1.9
Rwanda,2021,8,1513881.0,660402.0,1155019.0,11.4,4.97
Rwanda,2021,9,2116184.0,1663703.0,1684502.0,15.94,12.53
Rwanda,2021,10,3712692.0,1914734.0,1986230.0,27.96,14.42
Rwanda,2021,11,4774596.0,2519852.0,3182007.0,35.96,18.98
Rwanda,2021,12,7629877.0,5435180.0,3708988.0,57.47,40.94
Rwanda,2022,1,8560560.0,7044723.0,3883339.0,64.48,53.06
Rwanda,2022,2,8895871.0,8036044.0,1986391.0,67.0,60.53
Rwanda,2022,3,0.0,0.0,0.0,0.0,0.0
Saint Helena,2021,2,107.0,0.0,1875.0,1.76,0.0
Saint Helena,2021,3,4344.0,110.0,2879.0,71.27,1.8
Saint Helena,2021,4,4361.0,1012.0,2479.0,71.55,16.6
Saint Helena,2021,5,4361.0,3531.0,485.0,71.55,57.93
Saint Kitts and Nevis,2021,2,0.0,0.0,1884.0,0.0,0.0
Saint Kitts and Nevis,2021,3,8573.0,0.0,7776.0,16.01,0.0
Saint Kitts and Nevis,2021,4,11848.0,0.0,3696.0,22.13,0.0
Saint Kitts and Nevis,2021,5,18425.0,6922.0,13289.0,34.41,12.93
Saint Kitts and Nevis,2021,6,22937.0,18913.0,14292.0,42.84,35.32
Saint Kitts and Nevis,2021,7,23872.0,19768.0,3440.0,44.58,36.92
Saint Kitts and Nevis,2021,8,24266.0,21714.0,2152.0,45.32,40.55
Saint Kitts and Nevis,2021,9,25394.0,22021.0,1914.0,47.42,41.13
Saint Kitts and Nevis,2021,10,25921.0,24281.0,2659.0,48.41,45.35
Saint Kitts and Nevis,2021,11,26851.0,24875.0,2039.0,50.15,46.46
Saint Kitts and Nevis,2021,12,27615.0,25619.0,2568.0,51.57,47.84
Saint Kitts and Nevis,2022,1,27958.0,26010.0,1887.0,52.21,48.58
Saint Kitts and Nevis,2022,2,31162.0,26294.0,3756.0,58.2,49.11
Saint Lucia,2021,2,0.0,0.0,1572.0,0.0,0.0
Saint Lucia,2021,3,20247.0,0.0,20433.0,10.98,0.0
Saint Lucia,2021,4,0.0,0.0,2467.0,0.0,0.0
Saint Lucia,2021,5,28118.0,18653.0,22178.0,15.25,10.12
Saint Lucia,2021,6,30815.0,21956.0,6061.0,16.71,11.91
Saint Lucia,2021,7,32291.0,24775.0,4068.0,17.51,13.44
Saint Lucia,2021,8,36750.0,27773.0,7635.0,19.93,15.06
Saint Lucia,2021,9,45972.0,32538.0,12373.0,24.93,17.65
Saint Lucia,2021,10,49423.0,38023.0,15101.0,26.8,20.62
Saint Lucia,2021,11,54362.0,46417.0,8808.0,29.48,25.17
Saint Lucia,2021,12,55681.0,49313.0,4429.0,30.2,26.74
Saint Lucia,2022,1,57018.0,51072.0,3143.0,30.92,27.7
Saint Lucia,2022,2,57622.0,51912.0,5953.0,31.25,28.15
Saint Lucia,2022,3,58119.0,52713.0,3753.0,31.52,28.59
Saint Vincent and the Grenadines,2021,3,10519.0,0.0,2385.0,9.45,0.0
Saint Vincent and the Grenadines,2021,4,14511.0,0.0,3353.0,13.04,0.0
Saint Vincent and the Grenadines,2021,5,14526.0,0.0,6164.0,13.05,0.0
Saint Vincent and the Grenadines,2021,6,0.0,0.0,4400.0,0.0,0.0
Saint Vincent and the Grenadines,2021,7,15726.0,9909.0,986.0,14.13,8.91
Saint Vincent and the Grenadines,2021,8,19064.0,11884.0,5328.0,17.13,10.68
Saint Vincent and the Grenadines,2021,9,20661.0,13488.0,2847.0,18.57,12.12
Saint Vincent and the Grenadines,2021,10,26208.0,17755.0,9689.0,23.55,15.96
Saint Vincent and the Grenadines,2021,11,31057.0,22634.0,10577.0,27.91,20.34
Saint Vincent and the Grenadines,2021,12,33494.0,26244.0,7142.0,30.1,23.59
Saint Vincent and the Grenadines,2022,1,34338.0,27705.0,2695.0,30.86,24.9
Saint Vincent and the Grenadines,2022,2,35226.0,29149.0,3475.0,31.66,26.2
Saint Vincent and the Grenadines,2022,3,36033.0,30123.0,2103.0,32.38,27.07
Samoa,2021,5,28443.0,0.0,24766.0,14.21,0.0
Samoa,2021,6,49546.0,5117.0,22040.0,24.76,2.56
Samoa,2021,7,60044.0,21070.0,30894.0,30.0,10.53
Samoa,2021,8,92319.0,41946.0,47609.0,46.13,20.96
Samoa,2021,9,114698.0,57618.0,37221.0,57.31,28.79
Samoa,2021,10,115545.0,78596.0,30156.0,57.73,39.27
Samoa,2021,11,139865.0,108864.0,45525.0,69.88,54.39
Samoa,2021,12,141424.0,121765.0,19962.0,70.66,60.84
Samoa,2022,1,142433.0,124583.0,4979.0,71.17,62.25
Samoa,2022,2,145989.0,130289.0,11744.0,72.94,65.1
Samoa,2022,3,173862.0,131031.0,21462.0,86.87,65.47
San Marino,2021,2,35.0,0.0,120.0,0.1,0.0
San Marino,2021,3,8818.0,3523.0,11406.0,25.93,10.36
San Marino,2021,4,20269.0,8701.0,16687.0,59.6,25.58
San Marino,2021,5,21580.0,21354.0,14812.0,63.45,62.79
San Marino,2021,6,21768.0,21580.0,1889.0,64.0,63.45
San Marino,2021,7,0.0,0.0,958.0,0.0,0.0
San Marino,2021,8,0.0,0.0,1102.0,0.0,0.0
San Marino,2021,9,0.0,0.0,532.0,0.0,0.0
San Marino,2021,10,0.0,0.0,387.0,0.0,0.0
San Marino,2021,11,0.0,0.0,466.0,0.0,0.0
San Marino,2021,12,24306.0,21625.0,7895.0,71.47,63.58
San Marino,2022,1,24570.0,21775.0,7095.0,72.24,64.03
San Marino,2022,2,24583.0,21841.0,2841.0,72.28,64.22
San Marino,2022,3,26331.0,23602.0,2453.0,77.42,69.4
Sao Tome and Principe,2021,3,9724.0,0.0,10268.0,4.35,0.0
Sao Tome and Principe,2021,4,0.0,0.0,2690.0,0.0,0.0
Sao Tome and Principe,2021,5,12374.0,6514.0,5088.0,5.54,2.92
Sao Tome and Principe,2021,6,12374.0,11270.0,10908.0,5.54,5.05
Sao Tome and Principe,2021,7,32090.0,11870.0,16705.0,14.37,5.31
Sao Tome and Principe,2021,8,32114.0,11873.0,1802.0,14.38,5.32
Sao Tome and Principe,2021,9,60559.0,22120.0,41406.0,27.11,9.9
Sao Tome and Principe,2021,10,80345.0,28493.0,21184.0,35.97,12.76
Sao Tome and Principe,2021,11,83283.0,38074.0,13878.0,37.29,17.05
Sao Tome and Principe,2021,12,86396.0,51216.0,34518.0,38.68,22.93
Sao Tome and Principe,2022,1,88983.0,61405.0,28449.0,39.84,27.49
Sao Tome and Principe,2022,2,0.0,0.0,7504.0,0.0,0.0
Sao Tome and Principe,2022,3,113027.0,86046.0,6727.0,50.6,38.52
Saudi Arabia,2021,1,0.0,0.0,329238.0,0.0,0.0
Saudi Arabia,2021,2,0.0,0.0,273545.0,0.0,0.0
Saudi Arabia,2021,3,0.0,0.0,3422474.0,0.0,0.0
Saudi Arabia,2021,4,0.0,0.0,4558734.0,0.0,0.0
Saudi Arabia,2021,5,0.0,0.0,5029785.0,0.0,0.0
Saudi Arabia,2021,6,16293289.0,1587581.0,3681324.0,46.1,4.49
Saudi Arabia,2021,7,18786436.0,8081320.0,8436958.0,53.16,22.87
Saudi Arabia,2021,8,22218040.0,14915148.0,10307738.0,62.87,42.2
Saudi Arabia,2021,9,23387302.0,18722413.0,5620005.0,66.18,52.98
Saudi Arabia,2021,10,24208729.0,21512133.0,3787146.0,68.5,60.87
Saudi Arabia,2021,11,24619259.0,22467509.0,1763678.0,69.66,63.57
Saudi Arabia,2021,12,25017090.0,23180879.0,2895788.0,70.79,65.59
Saudi Arabia,2022,1,25561741.0,23699933.0,6440476.0,72.33,67.06
Saudi Arabia,2022,2,25960748.0,24199236.0,4045663.0,73.46,68.47
Saudi Arabia,2022,3,26167138.0,24460457.0,1512710.0,74.04,69.21
Scotland,2021,1,575897.0,7849.0,397545.0,10.54,0.14
Scotland,2021,2,1611578.0,78865.0,1083953.0,29.48,1.44
Scotland,2021,3,2493327.0,399062.0,1141068.0,45.62,7.3
Scotland,2021,4,2811343.0,1263862.0,1191350.0,51.43,23.12
Scotland,2021,5,3267290.0,2075231.0,1272194.0,59.77,37.97
Scotland,2021,6,3816251.0,2722725.0,1244155.0,69.82,49.81
Scotland,2021,7,4011060.0,3197899.0,696628.0,73.38,58.51
Scotland,2021,8,4108804.0,3691066.0,605843.0,75.17,67.53
Scotland,2021,9,4194212.0,3840251.0,260506.0,76.73,70.26
Scotland,2021,10,4318783.0,3908244.0,862591.0,79.01,71.5
Scotland,2021,11,4347880.0,3951364.0,1042081.0,79.54,72.29
Scotland,2021,12,4383209.0,4017043.0,1381655.0,80.19,73.49
Scotland,2022,1,4416119.0,4129347.0,515721.0,80.79,75.55
Scotland,2022,2,4436511.0,4157929.0,196134.0,81.17,76.07
Scotland,2022,3,4458008.0,4172472.0,88118.0,81.56,76.34
Senegal,2021,2,27018.0,0.0,21086.0,0.16,0.0
Senegal,2021,3,260754.0,0.0,221947.0,1.52,0.0
Senegal,2021,4,411343.0,0.0,169469.0,2.39,0.0
Senegal,2021,5,452735.0,69840.0,112841.0,2.63,0.41
Senegal,2021,6,515344.0,149482.0,149426.0,3.0,0.87
Senegal,2021,7,640013.0,266544.0,318528.0,3.72,1.55
Senegal,2021,8,1147553.0,564998.0,735941.0,6.67,3.29
Senegal,2021,9,1247876.0,564998.0,81316.0,7.26,3.29
Senegal,2021,10,1271021.0,564998.0,57742.0,7.39,3.29
Senegal,2021,11,1316401.0,918359.0,45298.0,7.66,5.34
Senegal,2021,12,0.0,0.0,14229.0,0.0,0.0
Senegal,2022,1,1316775.0,963489.0,102515.0,7.66,5.6
Senegal,2022,2,1440720.0,1028842.0,454440.0,8.38,5.98
Senegal,2022,3,1457116.0,1039257.0,15936.0,8.47,6.04
Serbia,2021,1,437380.0,0.0,377796.0,6.37,0.0
Serbia,2021,2,924683.0,511999.0,983400.0,13.46,7.45
Serbia,2021,3,1428888.0,1015507.0,980214.0,20.79,14.78
Serbia,2021,4,2026571.0,1488034.0,1016013.0,29.49,21.66
Serbia,2021,5,2516852.0,2035990.0,1114546.0,36.63,29.63
Serbia,2021,6,2693998.0,2452243.0,752035.0,39.21,35.69
Serbia,2021,7,2835895.0,2700275.0,281100.0,41.27,39.3
Serbia,2021,8,2923123.0,2804423.0,334747.0,42.54,40.81
Serbia,2021,9,3040293.0,2901882.0,595579.0,44.24,42.23
Serbia,2021,10,3153364.0,3002829.0,618325.0,45.89,43.7
Serbia,2021,11,3263835.0,3123638.0,783014.0,47.5,45.46
Serbia,2021,12,3309157.0,3207534.0,402089.0,48.16,46.68
Serbia,2022,1,3334002.0,3245307.0,150434.0,48.52,47.23
Serbia,2022,2,3343966.0,3263573.0,75645.0,48.66,47.49
Serbia,2022,3,3347209.0,3269374.0,25198.0,48.71,47.58
Seychelles,2021,1,30861.0,0.0,29236.0,31.2,0.0
Seychelles,2021,2,55889.0,23549.0,47044.0,56.5,23.81
Seychelles,2021,3,63686.0,36866.0,24501.0,64.39,37.27
Seychelles,2021,4,67680.0,59160.0,25484.0,68.43,59.81
Seychelles,2021,5,70446.0,64029.0,10539.0,71.22,64.73
Seychelles,2021,6,70911.0,67670.0,3034.0,71.69,68.42
Seychelles,2021,7,72882.0,68553.0,3838.0,73.69,69.31
Seychelles,2021,8,73777.0,69713.0,3820.0,74.59,70.48
Seychelles,2021,9,77311.0,71091.0,6621.0,78.16,71.87
Seychelles,2021,10,81101.0,76283.0,14662.0,81.99,77.12
Seychelles,2021,11,81937.0,77951.0,11788.0,82.84,78.81
Seychelles,2021,12,82348.0,78263.0,4742.0,83.26,79.13
Seychelles,2022,1,83419.0,78598.0,8951.0,84.34,79.46
Seychelles,2022,2,84074.0,79820.0,4743.0,85.0,80.7
Seychelles,2022,3,84327.0,80089.0,1770.0,85.26,80.97
Sierra Leone,2021,3,31889.0,0.0,23110.0,0.39,0.0
Sierra Leone,2021,4,54084.0,5702.0,38494.0,0.66,0.07
Sierra Leone,2021,5,68882.0,10880.0,19131.0,0.85,0.13
Sierra Leone,2021,6,82145.0,15170.0,29387.0,1.01,0.19
Sierra Leone,2021,7,0.0,0.0,43865.0,0.0,0.0
Sierra Leone,2021,8,159793.0,33764.0,44160.0,1.96,0.41
Sierra Leone,2021,9,192558.0,43907.0,39233.0,2.37,0.54
Sierra Leone,2021,10,318380.0,110744.0,292092.0,3.91,1.36
Sierra Leone,2021,11,703231.0,361089.0,340546.0,8.64,4.44
Sierra Leone,2021,12,0.0,0.0,39974.0,0.0,0.0
Sierra Leone,2022,1,1147770.0,692512.0,510973.0,14.1,8.51
Sierra Leone,2022,2,1480815.0,936846.0,401011.0,18.19,11.51
Sierra Leone,2022,3,1727305.0,1114047.0,240314.0,21.22,13.68
Singapore,2020,12,130.0,0.0,6.0,0.0,0.0
Singapore,2021,1,152406.0,1314.0,122876.0,2.79,0.02
Singapore,2021,2,297621.0,201991.0,330634.0,5.46,3.7
Singapore,2021,3,975914.0,406723.0,811352.0,17.89,7.46
Singapore,2021,4,1598933.0,1119428.0,1316414.0,29.32,20.53
Singapore,2021,5,2240767.0,1739623.0,1266648.0,41.09,31.9
Singapore,2021,6,3345262.0,2124697.0,1447473.0,61.34,38.96
Singapore,2021,7,4315981.0,3283094.0,2102067.0,79.14,60.2
Singapore,2021,8,4529903.0,4206203.0,1297162.0,83.06,77.13
Singapore,2021,9,4613850.0,4383693.0,464882.0,84.6,80.38
Singapore,2021,10,4675928.0,4458617.0,760561.0,85.74,81.76
Singapore,2021,11,4714357.0,4536843.0,711156.0,86.44,83.19
Singapore,2021,12,4757927.0,4618252.0,816440.0,87.24,84.68
Singapore,2022,1,4931257.0,4718090.0,1283721.0,90.42,86.51
Singapore,2022,2,4987683.0,4881564.0,742600.0,91.46,89.51
Singapore,2022,3,5005722.0,4964989.0,324980.0,91.79,91.04
Sint Maarten (Dutch part),2021,5,17024.0,12031.0,5201.0,39.21,27.71
Sint Maarten (Dutch part),2021,6,21130.0,17160.0,9404.0,48.66,39.52
Sint Maarten (Dutch part),2021,7,24242.0,21104.0,6364.0,55.83,48.6
Sint Maarten (Dutch part),2021,8,25161.0,22881.0,3144.0,57.95,52.7
Sint Maarten (Dutch part),2021,9,25721.0,23589.0,1369.0,59.24,54.33
Sint Maarten (Dutch part),2021,10,26343.0,24329.0,1153.0,60.67,56.03
Sint Maarten (Dutch part),2021,11,26873.0,24824.0,1008.0,61.89,57.17
Sint Maarten (Dutch part),2021,12,27141.0,25163.0,732.0,62.51,57.95
Sint Maarten (Dutch part),2022,1,27592.0,25501.0,7708.0,63.55,58.73
Sint Maarten (Dutch part),2022,2,27857.0,25848.0,1430.0,64.16,59.53
Sint Maarten (Dutch part),2022,3,27974.0,25970.0,437.0,64.43,59.81
Slovakia,2021,1,184592.0,32581.0,171883.0,3.39,0.6
Slovakia,2021,2,364323.0,181812.0,316485.0,6.69,3.34
Slovakia,2021,3,751768.0,269466.0,520706.0,13.8,4.94
Slovakia,2021,4,1115748.0,516521.0,665090.0,20.48,9.48
Slovakia,2021,5,1810994.0,1000870.0,1052512.0,33.23,18.37
Slovakia,2021,6,2062679.0,1713437.0,1023809.0,37.85,31.44
Slovakia,2021,7,2262174.0,2056291.0,558887.0,41.51,37.74
Slovakia,2021,8,2396206.0,2289077.0,285526.0,43.97,42.01
Slovakia,2021,9,2461657.0,2381949.0,150960.0,45.17,43.71
Slovakia,2021,10,2525674.0,2457952.0,207353.0,46.35,45.11
Slovakia,2021,11,2689056.0,2548604.0,627786.0,49.35,46.77
Slovakia,2021,12,2752319.0,2643670.0,783540.0,50.51,48.51
Slovakia,2022,1,2812392.0,2733223.0,565854.0,51.61,50.16
Slovakia,2022,2,2818054.0,2760359.0,87074.0,51.71,50.66
Slovakia,2022,3,2819708.0,2763187.0,18952.0,51.74,50.71
Slovenia,2020,12,11491.0,0.0,5660.0,0.55,0.0
Slovenia,2021,1,55484.0,27476.0,68124.0,2.67,1.32
Slovenia,2021,2,125185.0,53772.0,91067.0,6.02,2.59
Slovenia,2021,3,258287.0,116955.0,184321.0,12.43,5.63
Slovenia,2021,4,430771.0,212343.0,254710.0,20.72,10.22
Slovenia,2021,5,673526.0,415714.0,429312.0,32.4,20.0
Slovenia,2021,6,838684.0,688664.0,417235.0,40.35,33.13
Slovenia,2021,7,944354.0,838458.0,229330.0,45.43,40.34
Slovenia,2021,8,1023598.0,930826.0,160603.0,49.24,44.78
Slovenia,2021,9,1165778.0,1034201.0,220650.0,56.08,49.75
Slovenia,2021,10,1188981.0,1116690.0,143148.0,57.2,53.72
Slovenia,2021,11,1231960.0,1148273.0,307509.0,59.27,55.24
Slovenia,2021,12,1250546.0,1189251.0,234989.0,60.16,57.21
Slovenia,2022,1,1261121.0,1210064.0,160496.0,60.67,58.21
Slovenia,2022,2,1263906.0,1218294.0,52571.0,60.8,58.61
Slovenia,2022,3,1264649.0,1220153.0,14321.0,60.84,58.7
Solomon Islands,2021,3,0.0,0.0,1000.0,0.0,0.0
Solomon Islands,2021,4,3479.0,0.0,4885.0,0.49,0.0
Solomon Islands,2021,5,0.0,0.0,8990.0,0.0,0.0
Solomon Islands,2021,6,18050.0,3692.0,7200.0,2.56,0.52
Solomon Islands,2021,7,29429.0,9934.0,17199.0,4.18,1.41
Solomon Islands,2021,8,53974.0,17627.0,31039.0,7.67,2.5
Solomon Islands,2021,9,74573.0,23171.0,47895.0,10.59,3.29
Solomon Islands,2021,10,121778.0,31054.0,39007.0,17.3,4.41
Solomon Islands,2021,11,161521.0,46525.0,45873.0,22.94,6.61
